,tweet,existence,existence.confidence
4004,stupid peopl think these winter storm mean there thing global warm stupid,Yes,1.0
4633,blizzard climat chang legisl catastroph drought atlanta pass,Yes,0.6648
952,third american believ global warm human caus elli april,Neutral,0.4283
4674,cranki blogger punctur consensu climat chang ridley ciqbo,No,0.3645
361,unit state climat chang kerri climat energi multipl benefit green,Yes,0.7759
1026,california global warm money campaign delay,Neutral,1.0
5063,global warm climat chang unicorn crazi thing understand better truth trust,No,0.6674
3329,eddriscol admit climat chang conserv conspiraci,No,1.0
5255,cocksuck global warm prison tri america,No,1.0
5027,slightli belatedli stay today global warm freeeeeezin,No,0.6594
2354,peopl confer climat chang thurli cmpcc wpccc bolivia cochabamba,Yes,0.6995
5836,kerri graham lieberman climat global warm energi thedailygreen adukuk,Yes,1.0
292,global warm enough without heat thing interest honest discuss,Yes,1.0
1877,energi energi headlin polic climat chang sceptic press canada,Neutral,0.6871
4187,expect anoth delug global warm tonight,No,0.4812
654,global warm vostok antarctica windchil,Neutral,0.5781
1043,podcast recycl water global warm peanut grape,Neutral,0.8248
4776,palin liken global warm studi snake former alaska sarah palin call studi support oohja,No,0.6876
5888,weight watcher meet global warm carbon calcul appetit manag compani,Yes,0.6306
1019,oppon effort delay calif global warm,Neutral,1.0
4283,evid global warm green toolsh archiv global warm myth fact,Yes,0.6579999999999999
3551,make rippl corpor adventur floyd counti virginia preview climat chang ctbnzw,Yes,0.682
2644,senat prepar compromis climat chang reuter dipfag,Neutral,0.6834
5295,insur insur win manag mind climat chang,Neutral,0.7261
5177,hous committe seek global warm lawmak strong messag oohja,No,1.0
3339,extrem weather predict global warm model year,Yes,1.0
3308,snowstorm global warm make blizzard wors smgxj snow cahmaaahn,No,0.6476
943,immigr reform climat chang issu senat,Neutral,1.0
2062,global warm melt glacier prohibit tinyurl,Yes,0.6557
5357,commit pass climat chang immigr reform retwt,Neutral,0.6765
1858,matter believ global warm better money resourc,Neutral,1.0
5632,lieberman white hous climat chang msnbc polit capitol,Neutral,0.6706
4700,understand climat chang there,Yes,1.0
5471,great beyond climat chang retwt,Yes,0.6839
5744,rupert murdoch fact straight climat chang biuhb foxnew globalwarm saveterra,Yes,0.6746
5438,hit documentri climat chang effect bolivia dredc,Yes,1.0
2325,earth talk illumin scienc climat chang artist scientist speak,Neutral,0.7268
1980,climat give pollut nuclear break washington reuter climat chang expect,Neutral,0.7826
2987,great global warm collaps twitpwr realiti settl scienc,No,1.0
3348,senat hear global warm impact includ health cancel freez temperatur,Neutral,1.0
4689,storm fuel conserv global warm mockeri democrat conced massiv snowfal washington oohja,No,0.6591
4917,peter robinson youtub thoma sowel global warm manufactur intellectu,No,0.6818
1214,militari lead fight climat chang envnewsnet,Yes,1.0
4542,goodmand head bolivia world peopl confer climat chang wpccc cochabamba,Neutral,0.6664
5165,deni protect wildlif servic climat chang might hurt bxtsh,Yes,1.0
3496,stupid peopl think these winter storm mean there thing global warm stupid,Yes,1.0
3899,love anoth global warm come weekend,Yes,1.0
2445,minist climat chang energi elect debat,Neutral,0.6983
1483,govern report global warm caus cancer mental ill cnsnew cover staff writer,Yes,1.0
5758,global warm confer sunday pittsburgh gazett robert bullard known father environmenta bnadeh,Yes,0.6347
3457,climat chang member congress lobbyist pay attent tinyurl yedwvex,Yes,0.7585
2870,speci vulner climat chang shark sting great barrierreef front oipjf,Yes,1.0
6037,reach excus tackl climat chang tinyurl,No,0.6509
3996,ralli april cwuzaa stage senat unveil climat chang csrxpr,Yes,0.695
3075,propos solut global warm larg number tree global warm solut,Yes,1.0
1098,gener climat chang threaten america secur pentagon known consid,Yes,1.0
219,treat climat chang curabl diseas wire scienc wire green,Yes,0.5973
5647,gallup global warm exagger earthlingangst blogspot globalwarm,Neutral,1.0
4285,global warm anyth justifi someth,No,1.0
132,jame hansen heather roger green wrong fals solut climat chang,Yes,0.5699
1770,survey find doesn about climat chang,Neutral,0.6353
4868,global warm olymp worri rogg vancouv global warm start worri intern oohja,Yes,1.0
2796,matter believ global warm better money resourc,Neutral,1.0
4957,ellen hart hart address global warm retrain worker green chotvm,Yes,1.0
1343,iceland volcano like global warm cloud intensifi volcan erupt iceland oohja xavcb,Yes,1.0
5864,senat climat chang shift focu immigr,Neutral,0.6097
5793,confus newest caus global warm clean bmiai,No,0.5318
394,scenario immin apocalyps global warm,Yes,0.7835
5699,accord global warm scienc calcul iceland volcano releas enough earth time,No,0.6551
2394,complet guid modern climat chang climateprogress complet guid modern climat chang,Yes,1.0
125,arctic april global warm canadian arctic,Yes,1.0
899,kerri releas climat chang affect sector read green energi,Neutral,0.7956
3754,video human chang climat climat chang clear present danger biqnl,Yes,1.0
5626,make climat chang bqrlwe,Neutral,1.0
4897,peopl explain climat chang explain justsayin,No,0.6933
3260,brand point call climat chao instead climat chang global warm mighta better snoma,No,0.4795
1799,media discours climat chang focu polit subject engag,Neutral,0.6313
4223,break global warm fall angel prompt evacu area,No,0.6834
4058,great weather caus global warm alarmist twitpic,No,1.0
482,whale excrement check global warm topnew unit state research carri australian antarc,Neutral,0.7991
3690,think global warm thing,No,0.3524
5183,ignor previou claim expert redstat attack cite climat chang nation axiwtv,Yes,0.672
5108,wolverin match climat chang forget polar bear penguin charismat megafauna suffer,Yes,1.0
4556,american prosper prais democrat join effort global warm power twurl dbtyr,Yes,0.7111
994,global warm probabl updat ocregist favorit time peopl believ,Neutral,1.0
4346,weathermen global warm wayn niedurhuth sinc global warm continu topic updat aegpjv,Neutral,0.5259
3189,global warm melt turn tundra winter pleas summer pleas,Yes,1.0
2517,nasa chang fact guess thought wouldnt notic global warm climat chang xqitd,Yes,0.674
976,global warm ombudsman eurasia review sonali huria global warm purportedli,Neutral,0.7554
1367,reinvent citi climat chang retwt,Yes,1.0
283,state declar global warm unequivoc primarili human induc,Yes,0.6063
1640,coast spill better climat chang legisl momentum bigger tragedi awar,Yes,1.0
294,climat chang place befor disappear america photo,Yes,0.7973
3443,climat chang movement clxkg,No,0.6792
4413,right global warm caus caus hothous gase caus freez,No,0.6489
5122,posit proof global warm tweetphoto,Yes,1.0
3813,label pachauri lead global warm scientist drirli climateg,Neutral,0.7167
2583,scienc anoth religion global warm climat chang cwaqa,Neutral,1.0
1342,iceland volcano like global warm cloud intensifi volcan erupt iceland oohja xavgv,Yes,0.6539
3441,possibl obviou global warm joke give comfort crazi peopl,No,0.6694
5908,climat chang blame bvajw,Neutral,0.6967
1588,scienc scientist explor evolut climat chang dmnjxj,Yes,1.0
183,go green examin yorker confront climat chang check local list,Yes,1.0
1791,rogat citizen jesu climat chang journey evangel leader cizik,Neutral,1.0
1845,geoengin chang climat convers,Neutral,0.6271
5997,nevadan skeptic global warm report vega statewid show percent,Neutral,0.6532
2816,adopt guidanc climat chang disclosur tinyurl,Yes,0.6242
4325,climat servic feder climat chang agenc form,Yes,0.5576
5917,marklevinshow smack global warm zealot earth,No,0.7023
2443,minist climat chang energi elect debat polit retwt,Neutral,1.0
2363,launch climat chang supercomput earth crunch cbmtxf,Yes,0.6541
1279,increasingli corpor conclud climat chang bet climat chang wire,Yes,1.0
350,climat chang could rais allergi,Yes,0.5979
2190,global warm profit obama administr,No,0.6485
714,global warm carbon peril model wrong boffin greenhous experi reduc greenhous,No,0.6187
1438,automot laud innov technolog effort combat climat chang pollut aqrum,Yes,1.0
3621,messageto presidentpalin snobama snowfal blast obama global warm short youtu fdnwozechjg,Neutral,0.6372
5028,climat chang hide declin mapl syrup burn fossil fuel releas,Yes,0.7973
1481,diseas alreadi cost billion climat chang could pricier bazhhi,Yes,1.0
2352,cochabamba water climat chang cmpcc,Neutral,1.0
2640,investig climat chang,Neutral,0.6413
4685,editori senat offer climat chang legisl npwxb green energi,Neutral,0.6805
3277,snowstorm disprov climat chang,Yes,0.7047
1987,washington there green movement littl global warm,Neutral,0.6593
3099,sarah palin call global warm studi snake scienc,Neutral,0.6738
4247,global warm melt product,Yes,0.7209
880,climat chang limbo follow white hous immigr reform,Neutral,1.0
3455,mean global warm respond,No,0.6329
4687,understand climat chang there aqhxlk,Yes,0.6418
4205,offici heard global warm snomg crack creat joke,Yes,0.6792
3833,fuckin rumplestiltzkin climat chang imposs minut meet bitch,No,0.6941
1135,contribut organ agricultur climat chang mitig environmentport,Yes,1.0
4175,global warm earthquak magnitud quak jolt part illinoi mile northwest chicago bjmlyc,Yes,0.6547
3848,grant award grant commun adapt climat chang,Yes,1.0
2215,still global mayb warm,Neutral,0.6724
2992,global warm ignor stake,Yes,0.6861
5633,still degre chicago global warm grass outsid,Yes,0.6599
1936,environment group prais basic meet climat chang environment group give qualifi prais,Yes,0.6787
5257,worri level rise global warm million ocean villa,No,0.5213
775,sebastian copeland premier climat chang right tribeca,Neutral,0.777
1437,report allergi season wors climat chang realli suck,Yes,1.0
3265,snowstorm disprov climat chang snowmageddon,Yes,0.6825
3423,msnbc ratigan blame snowpocalyps global warm,Yes,0.7012
3234,surpris wrong global warm actual intensifi storm hurrican,Yes,1.0
275,advis everyon think global warm oceanfront properti,Yes,1.0
536,daniel climat chang bring greenhous emiss trade system,Neutral,0.7879999999999999
1464,filmmak travel globe peopl fight climat chang filmmak travel globe peopl,Yes,0.6557
4207,biggest support noah theori global warm,No,1.0
4637,wouldv call global climat chang start snowpocalyps lomhn,Yes,1.0
4857,obama spend money feder climat chang agenc disingenu leftist hoaxster think stupid,No,0.6939
4930,would beneficiari global warm human littl earth,No,1.0
3733,global warm boot monday anoth storm behind,No,0.6895
3124,snowstorm global warm make blizzard wors afrapn green climat,Yes,1.0
1266,migratori bird climat chang strategi proof global warm bird green,No,0.5092
3416,spontan human combust sinc everi human electr field flammabl gase global warm ignit gase,Yes,0.6459999999999999
4098,greenpeac global warm look chang world,Yes,1.0
1923,advic avoid partner get involv climat chang clinic trial collagen,Neutral,1.0
2266,buck world trend concern climat chang grbta,Neutral,0.6931
5039,look shovel global warm tomorrow homer simpson,No,1.0
1983,washington green movement vogu littl combat global warm lbwqk,Neutral,1.0
4467,movement suspend california global warm gather steam,No,0.7164
4290,climat chang alter whale migrat,Yes,1.0
4666,snowpocalyps tell about global warm,Yes,0.6541
1549,buy carbon offset guilt global warm conbco,Yes,1.0
1604,effect global warm youtub impact climat chang there predict effect,Yes,1.0
2103,climat chang anim appreci climatechang,Neutral,0.708
4210,palin liken global warm studi snake,Neutral,0.5133
4320,global warm like caus australia drought australia stand drought like aris global aaclxa,Yes,1.0
2013,fish other creation sunday sermon christian global warm,Neutral,0.7028
2180,issu report climat chang indic,Yes,1.0
587,ocean salti get weird blame global warm indypost studi conduct scientist austral,Yes,0.6027
811,skirmish renew global warm confer climat talk nearli ground began,Neutral,0.8233
2075,street corner global warm counsel certain element sunday washington myth lolm,Yes,0.4812
327,climat chang culprit chart pollen count,Yes,0.8164
5770,consid spill devast energi legisl debat climat chang wreck auat,Neutral,0.6292
2545,cikini hujan lebat katanya pana kerontang waaah global warm soktau,Neutral,1.0
2294,global warm alarmist discredit rhetor earth,No,1.0
626,latest weapon global warm fight green cement,Yes,1.0
3045,entertain climat chang realli humanitarian retwt,Neutral,0.6984
2380,major studi global warm graph scienc tinyurl bolivia teaparti,No,1.0
4921,obama administr form climat servic agenc studi report global warm,Yes,0.6563
2686,virginia investig global warm scientist tinyurl psxod,Neutral,0.6494
2177,hispan tackl climat chang prioriti aflska,Yes,1.0
